basis,time_s,warmup_s
block_dct_8,0.059537322260439396,NaN
block_fft_8,0.07449616584926844,NaN
dct,0.06141144409775734,NaN
fft,0.0770257506519556,NaN
tebd,11.565551154315472,3.3910749396309257
