basis,time_s,warmup_s
block_dct_8,0.06263364758342505,NaN
block_fft_8,0.07328236196190119,NaN
block_pca_8,0.8036946272477508,NaN
dct,0.05728357844054699,NaN
fft,0.0783235365524888,NaN
pca,10.85255003720522,NaN
rich,5.250290263444185,2.20504804328084
