basis,time_s,warmup_s
block_dct_8,0.06263364758342505,NaN
block_fft_8,0.07328236196190119,NaN
dct,0.05728357844054699,NaN
fft,0.0783235365524888,NaN
real_rich,2.5534309865906835,0.4924519695341587
