basis,time_s,warmup_s
block_dct_8,17.75667257513851,NaN
block_fft_8,21.96556141693145,NaN
dct,17.61318211723119,NaN
entangled_qft,2446.1871565710753,1.909209368750453
fft,22.88883232139051,NaN
