basis,time_s,warmup_s
block_dct_8,0.8789335247129202,NaN
block_fft_8,1.1446356708183885,NaN
dct,0.7962418096140027,NaN
fft,1.0059630805626512,NaN
qft,201.1537783332169,15.604577536694705
