basis,time_s,warmup_s
block_dct_8,0.8727288004010916,NaN
block_fft_8,1.1454960750415921,NaN
block_pca_8,2.4602495497092605,NaN
dct,0.7941167475655675,NaN
fft,1.0056471163406968,NaN
pca,14.48763735126704,NaN
real_rich,154.85598357394338,1.7078831195831299
