basis,time_s,warmup_s
block_dct_8,17.728532164357603,NaN
block_fft_8,22.07842000387609,NaN
block_pca_8,50.080771600827575,NaN
dct,17.758972357958555,NaN
fft,22.926253722049296,NaN
pca,NaN,NaN
qft,4858.272122871131,2.0647149980068207
