basis,time_s,warmup_s
block_dct_8,0.8630045773461461,NaN
block_dct_8_rank,0.7966625541448593,NaN
block_fft_8,1.1243302328512073,NaN
block_pca_8,1.4827048191800714,NaN
block_pca_8_rank,1.471951530314982,NaN
dct,0.7888078624382615,NaN
dct_rank,2.108654771000147,NaN
fft,0.9864792535081506,NaN
pca,4.571186789311469,NaN
pca_rank,4.583118385635316,NaN
rich,97.03923173900694,3.6356287002563477
